Data.Precipitation,Data.Temperature.Avg Temp,Data.Temperature.Max Temp,Data.Temperature.Min Temp,Data.Wind.Direction,Data.Wind.Speed
0.05,87,99,75,20,3.53
0,83,95,69,29,2.16
0,65,81,48,16,7.06
0,64,78,49,16,6.7
0,66,78,54,14,11.36
1.03,65,80,55,16,8.7
0,64,75,53,14,6.86
0.16,78,91,65,28,2.2
0,82,96,68,27,3.03
0.33,77,87,66,18,4.06
1.07,73,85,61,25,2.6
0.02,80,92,69,29,2.06
0,86,95,76,22,5.26
0.01,80,91,68,16,3.43
0.05,80,91,68,23,0.6
0,86,97,75,17,10.86
0.01,81,93,68,11,11.03
0,85,96,73,17,9.8
0,86,97,76,16,4.4
0.14,85,94,75,19,4.83
0,88,96,79,15,15.46
0.31,85,96,73,23,7.26
0,85,94,76,16,8.46
0,86,94,78,16,13
0.29,79,94,65,13,6.06
0.05,88,96,79,17,11.33
0.08,88,97,78,17,12.1
0,90,102,77,12,10
0,83,95,71,25,8.4
0.02,89,99,78,16,11.33
0,85,90,81,17,10.96
0,86,94,78,17,6.46
0,84,97,70,23,10.03
0,87,99,74,19,10.56
0,87,96,74,19,11.05
0,86,96,75,14,11.43
0,84,94,74,15,8.93
0,86,97,75,16,12.36
0.1,86,99,72,17,10.86
0,82,92,70,16,5.76
1.09,74,81,65,16,3.26
0.16,67,79,55,23,5.9
0.17,71,79,63,11,2.96
1.38,76,82,69,9,6.06
0.36,72,79,65,8,4.06
1.09,74,81,65,16,3.26
1.09,74,79,68,21,5.93
0.31,74,80,68,23,5.93
0,67,84,49,20,7.23
0,76,89,62,28,9.56
0,63,75,50,27,3.83
0.16,58,63,52,25,3.83
0,65,73,56,24,2.33
0,70,83,58,21,10.9
0,76,91,61,33,7.56
0,69,77,61,24,2.53
0.09,71,79,62,12,2
0.1,67,76,57,28,1.73
0.07,70,78,61,11,2.86
0,65,77,52,23,4.16
0,67,78,56,21,5.26
0,64,75,53,11,4.93
0,65,72,57,9,4.56
0.01,70,86,53,27,4.86
0.45,67,79,55,27,7.3
0,68,84,52,25,3.3
0.05,66,80,51,26,6.6
0,73,93,52,26,3.63
2.61,86,95,77,25,8.28
2.16,83,93,73,23,5.35
0.95,84,91,76,22,4.74
1.82,85,95,75,22,4.34
0.34,62,68,55,22,3.61
0.4,60,66,54,19,2.57
0.56,56,62,49,20,7.37
0.25,61,72,50,21,2.54
0.63,53,56,48,24,12.7
0.73,56,63,48,15,1.81
1.41,62,70,54,26,3.52
0.54,65,74,56,23,2.74
0.25,60,74,45,19,3.55
0,60,60,60,24,2.6
0.41,56,62,50,24,2.58
1.04,57,64,50,21,4.42
0.01,61,68,54,16,4.81
0.78,57,64,50,19,5.55
0.15,60,66,54,19,5.6
0.38,56,64,48,23,5.25
0.54,58,63,53,21,4.07
0.32,55,60,50,25,8.9
0.76,61,67,54,24,3.3
0.63,50,55,45,19,5.87
0.31,61,73,50,22,2.07
0.15,61,70,50,17,2.65
0,60,60,60,6,2.25
0,60,60,60,0,0
0,60,60,60,26,8.5
0,60,65,55,23,3.72
0,64,70,57,22,7.68
0.29,49,52,46,23,8.65
0.58,61,70,52,19,2.02
0.02,62,72,51,23,2.01
0.06,46,54,37,11,7.88
0.13,57,63,51,21,2.18
0.29,82,96,68,23,2.71
0,84,99,70,20,12.68
0,97,109,85,26,4.54
0,91,103,79,23,3.18
0,79,97,60,22,8.78
1.79,84,93,74,16,3.8
1.4,79,88,70,18,4.01
2.33,84,93,74,0,0
0,82,95,68,31,6.25
0,77,99,55,26,4.88
0,86,103,68,20,8.25
0,69,81,56,22,12.07
0.48,58,63,52,0,0
0,80,94,64,30,8.78
0,64,70,57,28,8.65
0,73,80,64,26,3.18
0,69,74,64,25,7.85
0,78,90,65,18,5.74
0,78,91,65,19,3.12
0,71,85,56,21,7.68
0,62,69,54,27,8.64
0,70,75,66,28,4.54
0,62,69,55,27,12.98
0,73,85,62,30,10.41
0,64,71,56,18,3.35
0,62,71,53,30,6.8
0,73,88,57,29,9.9
0,65,85,44,19,4.82
0.81,74,90,58,18,5.27
0.11,68,88,46,21,5.85
0,77,93,60,17,6.01
0,79,95,63,18,4.14
0.34,80,100,60,21,2.91
2.53,74,81,67,14,5.28
0.63,74,85,63,21,3.58
1.54,79,87,70,23,5.38
1.54,79,87,70,23,5.38
0.45,85,94,75,17,1.82
0,86,91,81,13,8.48
0,84,95,73,25,5.34
0,86,98,74,24,6.4
0.02,87,90,83,11,8.81
0.01,86,92,80,12,6.61
0.01,87,96,78,21,2.62
1.43,86,92,79,22,6.18
1.25,86,97,74,24,3.87
0,86,92,80,26,3.05
0,84,92,76,14,5.94
0,87,94,80,13,7.84
0.07,85,95,74,25,5.14
0.15,83,94,72,26,2.38
1.58,83,92,73,25,7.51
0.15,85,98,72,25,7.11
0.19,86,97,74,25,6.84
0.06,87,97,76,24,7.87
1.31,78,83,71,16,3.38
0.06,81,87,75,5,11.97
0.27,79,87,71,4,14.38
0.16,78,83,72,4,13.11
0.23,76,81,71,4,16.35
0.27,71,83,58,29,6.41
1.52,67,76,57,18,3.8
0.14,68,82,53,24,9.3
1.92,75,83,66,19,5.14
3.25,75,83,66,16,4.07
1.51,75,83,66,21,4.3
1.39,75,85,65,15,5.18
1.39,75,84,65,22,5.52
1.09,76,86,65,20,3.97
3.33,78,86,70,21,4
0.04,73,83,64,23,5.41
0.6,74,83,66,22,5.37
0.46,72,81,63,23,5.17
0.94,72,80,64,18,4.78
1.19,77,86,67,20,6.37
1.99,71,79,63,18,5.82
1.21,76,87,65,19,6.82
1.22,72,81,63,17,5.15
1.09,81,93,69,15,8
0.55,81,93,68,15,9.54
0.28,80,95,64,19,8.3
0.01,84,97,70,16,7.2
1.13,81,91,70,13,5.44
0.3,84,94,73,15,8.85
1.31,75,82,66,25,4.77
4.08,76,84,67,30,0.41
1.56,77,85,68,24,6.28
1.15,79,86,71,25,5.47
5.67,80,89,71,22,4.15
0.99,86,94,77,21,5.95
1.04,86,92,79,18,6.2
1.61,88,95,80,19,6.84
0.04,87,94,77,19,8.11
0.88,67,75,57,11,5.28
2.38,60,68,52,14,3.24
0.59,66,73,58,12,5.61
1.54,79,87,70,26,5.27
0.47,79,87,71,24,4.52
0.45,69,76,63,12,7.14
0,60,60,60,13,7.47
0.44,69,76,60,16,5.67
0.85,71,83,58,22,3.22
0.84,75,86,65,23,5.41
0.42,76,88,63,26,4.91
0.5,75,87,63,25,5.57
1.61,69,82,57,26,4.02
1.15,73,85,61,25,5.6
0.81,65,75,54,0,0
0.03,71,81,60,23,4.72
2.04,68,79,57,23,3.61
0.85,66,75,57,20,5.94
0.92,65,77,53,17,4.6
1.68,74,83,65,18,5.85
1.94,70,79,60,17,6.05
1.52,70,81,59,21,5.15
1.91,85,94,75,21,9.15
1.4,83,92,74,19,7.43
0.07,86,92,79,22,4.37
1.56,84,94,74,22,3.5
2.98,85,95,74,18,6.2
0.5,86,97,74,21,5.5
0.61,83,92,74,20,5.21
1.64,79,87,70,18,4.01
1.12,78,87,68,15,5.04
1.08,79,89,68,13,6.32
2.98,77,86,67,19,5.02
0.86,79,88,70,18,6.52
3.71,79,89,68,17,5.15
3.21,80,89,71,18,4.2
0.05,71,85,57,18,3.08
0.85,56,71,41,27,4.25
0.17,60,73,47,27,9.94
0.7,62,78,45,21,4.14
0.58,68,80,56,23,6.1
0.15,63,77,47,27,6.71
0.1,66,80,50,21,5.98
0.52,66,79,52,25,7.04
0.28,58,71,44,17,3.61
0.15,74,88,59,25,6.34
0.88,60,73,47,30,3.25
0.5,77,89,65,16,6.47
2.41,79,90,68,16,6.1
0.72,75,86,64,16,6.41
0.08,77,91,63,19,5.87
0.78,79,89,69,10,7.1
0.25,78,96,59,10,2.62
0.31,77,95,58,19,7.38
0.22,76,88,63,21,7.55
0,66,86,46,20,9.05
0,69,89,48,24,5.32
0,93,104,82,19,10.45
0,85,98,72,21,10.68
0,73,88,58,28,8.1
0,69,87,51,27,6.97
0.97,69,79,57,17,2.57
0,60,60,60,26,19.04
4.85,78,86,69,19,6
1.18,78,86,69,20,5.87
0.01,82,97,66,18,4.37
0,80,98,62,20,6.45
0,88,105,71,21,4.57
1.49,74,83,64,20,4.08
0.19,72,81,62,25,4.04
0.75,75,83,66,23,8.38
2.19,72,83,61,15,2.45
1.17,75,82,67,19,5.51
1.52,78,86,70,19,5.81
0.72,76,86,65,25,4.94
0.97,74,84,64,23,4.58
1.69,77,88,66,31,4.32
0.68,81,86,74,24,8.74
0.47,82,92,71,24,4.51
2.65,79,89,69,25,5.68
1.32,79,90,69,24,3.07
0.75,81,91,70,24,4.41
0.39,85,94,74,23,8.74
2.26,71,84,57,15,5.25
2.1,68,83,52,20,5.54
2.07,72,83,61,25,6.35
1.48,70,82,57,16,6.07
0.63,69,82,56,21,4.48
0.46,74,84,63,25,6.17
0.84,76,85,66,25,5.28
0.42,75,83,66,19,5.35
0.61,74,82,65,24,7.05
0.26,74,83,64,23,6.25
0.8,74,85,63,24,5.1
1.42,73,83,63,24,5.62
1.36,83,96,69,17,11.12
0.27,84,94,73,17,11.77
0.04,84,94,74,15,9.8
0.08,85,94,75,17,10.18
0.95,61,67,56,25,6.52
0.14,60,77,42,26,6.8
0.25,64,76,52,16,7.41
0.45,69,81,56,33,4.37
0.73,67,78,56,27,6.22
0.35,66,73,57,24,5.3
0.18,61,76,45,27,3.71
0.45,65,75,55,21,7.4
1.41,76,86,66,22,3.78
2.24,74,81,66,24,5.04
3.29,79,87,71,27,4.68
0.38,80,88,72,22,6.3
0.38,75,84,66,24,5.72
0.4,76,86,64,23,3.17
0.24,76,87,65,24,4.91
1.07,83,88,78,8,10.44
0.54,73,81,64,14,6.04
0.44,84,95,72,23,8.17
0.28,87,96,76,24,8.94
0.25,88,101,76,24,8.1
0.25,84,96,72,22,6.38
0.83,72,85,58,17,6.77
0.48,75,87,62,17,7.44
1.16,76,90,61,14,7.88
0.03,73,88,57,25,6.27
0.66,74,84,63,19,7.38
1.3,77,87,66,25,4.84
1.12,83,93,72,23,4.9
4.74,79,89,70,22,4.12
1.97,76,84,67,22,4.1
3.71,80,89,70,25,7.4
2.41,85,92,77,22,7.92
4.7,82,91,71,21,3.94
0.4,87,98,75,16,12.48
0,84,101,68,18,10.17
0,88,98,78,17,12.51
0.04,89,99,78,17,5.32
0,86,94,78,19,8.38
0,87,95,79,15,17.35
1.58,85,98,71,16,9.61
0,87,96,78,17,11.32
0,86,93,80,15,16.11
0,83,101,63,18,6.92
3.45,85,95,76,17,11.71
3.35,85,95,75,17,13.37
0,92,103,79,12,11.34
0,90,103,77,24,6.64
2.64,86,96,75,16,12.35
0,86,90,82,18,13.11
0,87,94,80,18,8.48
0.29,87,101,72,17,11.21
0.01,90,103,75,17,10.02
0,88,99,76,17,9.72
0,88,98,78,14,13.61
0,87,95,78,16,13.64
0,87,97,75,17,13.74
0.47,85,96,73,16,11.1
0,81,94,69,26,8.57
0.94,77,85,69,25,6.3
1.04,73,82,63,18,4.22
0.49,76,84,66,22,2.88
1.16,82,89,74,20,5.14
0.75,80,88,70,24,5.31
0.94,77,85,69,25,6.3
0.05,80,87,73,24,5.31
0.79,82,88,75,26,4.76
0.54,58,72,43,20,4.2
0.09,67,78,56,25,6.3
0.44,61,69,52,23,4.54
1.88,57,62,53,22,4.41
0.38,63,70,56,22,4.55
0.18,62,71,52,21,7.28
0.15,69,82,55,27,5.94
3.5,71,78,64,26,5.38
1.87,75,83,67,24,4.02
1.66,72,80,63,25,2.64
2.51,76,84,68,23,3.48
0.27,71,80,61,21,5.11
1.82,74,83,64,18,5.74
0.62,72,81,62,23,4.45
0.13,72,80,64,16,7.2
0,70,90,49,26,6.15
0.09,74,89,57,22,7.6
0,71,88,54,25,4.71
0,69,86,51,23,11.22
0.15,71,89,54,28,4.42
2.64,81,91,71,19,2.22
1.74,82,93,71,19,2.81
1.97,81,89,73,18,1.92
1.9,83,94,72,19,1.87
0,64,72,55,28,3.22
0.21,65,72,58,26,5.97
0.08,64,75,53,27,7.25
0.27,65,77,52,22,4.22
0.31,57,63,50,23,9.76
0.09,59,68,48,24,1.71
0.3,66,74,56,22,4.28
0.85,69,79,58,17,3.52
0.33,65,79,50,14,1.7
0,60,60,60,19,2.41
0.01,58,66,50,22,3.98
0,62,72,51,20,6.91
0.09,62,69,55,23,3.75
0.03,59,67,51,23,7.77
0.23,63,68,57,23,6.58
0.05,59,74,45,17,5.25
0.46,60,66,53,17,6.6
0.46,60,65,55,25,7.22
0,67,78,55,23,3.92
0.41,50,54,46,25,10.71
0.53,64,74,52,26,3.5
0.09,64,75,53,17,2.12
0,60,60,60,6,2.84
0,60,60,60,0,0
0,60,60,60,25,7.23
0.19,61,65,57,27,5.77
0.04,63,70,56,22,6.98
0,54,57,49,10,8.2
0.05,66,77,54,19,3.15
0.01,66,79,52,22,2.42
0.08,48,57,38,24,12.61
0.01,59,66,52,27,2.78
1.75,83,99,67,28,3.44
0,85,99,69,20,10.31
0,98,109,87,26,3.81
0.25,93,104,80,24,3.42
0,80,99,60,22,9.18
0.39,82,92,72,11,4.05
0.82,77,87,68,17,4.78
1.72,82,91,72,0,0
0,85,99,70,31,4.52
0,78,101,55,25,3.08
0,85,105,65,18,6.75
0,74,90,58,25,8.48
0,58,63,52,0,0
0,83,99,67,30,5.07
0,66,76,56,29,7.04
0,73,81,65,25,3.01
0,70,75,64,25,7.3
0,81,97,65,21,3.22
0,82,98,66,26,2.78
0,75,92,58,21,5.82
0,61,68,53,28,8.04
0,69,74,65,26,4.87
0,63,71,54,29,11.82
0,76,88,64,25,11.28
0,64,71,56,20,3.12
0,62,71,52,31,4.87
0,77,95,58,30,7.3
0,65,87,43,20,3.57
0.26,75,90,59,13,4.31
0,65,88,42,25,3.32
0.02,73,90,56,8,4.81
0,78,96,59,19,2.77
0.01,79,98,61,8,4.75
0.47,78,86,70,21,5.14
0.19,77,89,65,24,5.08
0.4,79,88,70,23,5.78
0.4,79,88,70,23,5.78
0,84,93,74,12,3.07
1.03,85,91,79,11,9.95
0.86,83,94,72,17,0.8
0.56,84,95,72,17,1.91
0.47,85,90,79,10,9.57
1.09,84,91,77,10,7.22
0.27,85,95,75,14,4.02
3.86,82,89,74,17,2.65
2.29,84,94,73,21,1.08
1.06,84,93,75,16,1.77
0.12,83,91,74,11,5.85
0.37,87,92,80,11,8.55
0.18,84,96,71,18,2.4
0.02,83,95,70,23,1.21
0.03,82,92,71,23,4.68
0.88,83,96,70,19,3.07
0.39,84,97,70,23,4.2
0.12,86,97,74,20,5.25
1.78,78,85,70,26,2.9
0.16,82,88,75,4,8.48
0.21,79,88,70,3,11.3
0.29,79,85,73,2,10.37
0.47,77,82,72,4,14.05
0,71,86,55,25,3.15
0.04,69,83,56,13,2.22
0,65,84,46,21,6.28
0.45,74,83,65,21,8.9
2,75,84,66,22,6.37
1.95,77,85,68,21,6.77
1.18,77,87,67,21,6.37
0.53,74,84,64,22,7.88
1.93,79,88,69,20,6.31
1.14,79,88,69,18,3.94
0.12,74,86,62,23,7.51
1.24,77,86,66,23,7.18
0.37,73,84,62,24,8.02
1.43,72,82,62,22,6.98
1.84,76,86,66,23,7.35
0.85,71,80,62,22,8.54
0.93,73,85,61,24,5.48
1.61,72,82,62,22,8.2
1.53,78,89,67,12,7.78
0.89,79,91,66,13,11.17
0.49,75,90,59,13,8.47
1.44,82,94,70,13,8.11
1.55,79,87,69,16,6.2
0.63,82,92,72,13,9.67
0.53,76,87,66,23,5.22
0.17,77,86,68,20,0.3
0.98,78,87,68,22,5.38
0.82,81,89,72,22,5.21
0.45,81,91,71,18,3.78
2.49,83,92,73,16,1.85
0.01,84,91,77,17,4.24
1.47,85,92,78,16,2.37
1.91,85,95,74,17,7.02
0.22,76,87,64,23,5.54
1.31,70,82,57,20,5.07
0.62,73,83,63,21,5.7
0.79,79,89,68,18,3.68
0.76,79,87,70,18,4.52
0,77,86,67,19,7.77
0,60,60,60,21,8.4
0.6,73,82,64,26,7.5
0.24,69,81,58,20,6.45
0.15,77,86,67,19,7.9
0.25,76,87,65,24,7.58
1.12,74,84,63,25,7.38
0.29,68,79,58,22,7.71
0.42,73,84,62,23,8.31
1.99,65,74,54,0,0
0.74,72,82,62,22,9.68
0.61,67,76,58,20,6.75
2.73,65,74,57,21,9
1.39,65,74,55,25,5.57
0.55,74,82,66,24,9.7
2.36,71,79,62,23,9.34
3.04,69,76,61,22,8.74
0.01,83,93,72,19,4.68
0.16,82,92,72,18,3.14
0.56,82,90,75,20,2.82
2.74,82,91,72,15,1.78
0.15,83,94,72,17,3.75
0.67,84,96,72,19,3.17
0.56,82,92,71,14,3.38
0.35,81,90,71,19,4.94
1.54,79,88,69,21,6.58
1.68,78,87,69,16,7.6
0.06,78,87,68,16,6.91
0.53,78,87,69,16,8.47
3.16,78,86,69,17,6.22
0.58,82,91,73,21,7.34
0.1,68,81,54,19,8.8
0.07,56,72,40,25,2.68
0.71,59,72,46,29,7.58
0.02,60,76,44,14,3.92
0.87,64,75,54,26,8.37
0.96,62,76,47,19,5.64
1.41,63,75,52,22,7.55
0.1,64,79,49,28,6.37
1.2,60,75,45,19,3.35
0.89,68,81,54,23,10.94
1.18,61,76,46,27,2.91
0.98,75,86,63,11,4.41
0.92,77,87,66,18,5.94
0.85,72,84,61,19,6
0.71,71,84,58,12,5.5
2.48,76,87,66,16,6.41
0.15,72,86,56,15,6.25
0,70,87,54,14,8.98
0.59,71,85,55,22,7.52
0,64,88,40,19,6.65
0,68,90,44,24,3.2
0,94,106,82,17,6.74
0,85,101,68,19,7.8
0,74,92,56,28,4.97
0,67,90,44,17,4.3
0.02,75,88,62,22,3.72
0,60,60,60,27,24.2
0.06,82,86,68,21,3.75
0.69,80,89,71,18,5.2
0,83,97,68,19,4.92
0,79,97,60,13,7.31
0,88,106,69,15,5.08
0.27,75,85,65,26,5.65
0.24,72,83,61,22,4.97
0,75,83,66,22,8.52
0.39,73,84,61,17,3.95
0.03,77,85,69,22,6.25
0.5,82,88,74,18,5.94
0,75,86,63,22,6.48
0.34,73,85,63,16,4.14
1.32,75,85,64,28,2.22
0.36,82,88,75,21,5.94
0.7,81,93,69,22,2.35
0.12,81,90,71,23,3.47
3.56,78,89,68,27,1.58
3.93,81,91,71,21,2.72
1.63,82,90,74,20,4.04
0.65,68,79,58,23,8.88
0.4,64,76,51,22,9.94
2.35,68,76,59,24,9.25
1.79,67,76,58,25,9.18
0.88,67,77,56,22,8.77
0.53,76,87,65,18,6.8
0.28,77,88,67,18,7.65
0.33,77,87,66,22,5.78
0.82,75,85,65,23,7.32
0.41,75,86,64,22,7.54
0.48,75,86,63,19,6.55
0.29,74,85,61,17,6.54
1.12,82,93,70,15,11.72
1.14,83,92,73,15,12.47
1.87,82,91,72,15,12.27
1.29,84,93,74,15,10.51
0.08,62,68,56,27,6.15
0,63,84,40,27,4.07
0,65,78,51,17,5.3
0,71,87,55,32,4.48
0.07,68,83,53,27,4.41
0.01,67,75,58,31,4.87
0.08,62,81,43,32,4.24
0,66,77,55,31,4.97
0.02,78,89,66,21,3.5
0.15,76,84,67,17,6.64
0.1,80,89,71,22,4.07
0.25,81,90,71,18,5.8
0.41,76,87,66,22,5.31
0.26,76,88,65,19,3.95
0.58,78,89,66,18,3.68
0.39,83,88,78,7,8.81
1.21,76,86,66,21,5.45
0.04,83,95,70,23,3.24
1.38,86,96,77,20,5.45
1.23,86,98,73,20,3.71
1.42,81,93,69,16,1.67
1.87,67,80,54,21,7.98
0.01,70,84,56,23,8.2
0.94,72,86,58,26,8.54
0.29,69,84,53,25,5.98
0.16,72,84,59,23,7.35
0.12,76,88,64,25,1.51
0.07,83,93,71,24,2.05
1.52,79,88,70,19,3.97
1.35,75,85,65,22,2.14
0.07,80,90,69,24,3.01
0.36,84,93,74,17,5.24
0.26,81,91,71,16,3.44
0,87,99,75,16,13.31
1.53,85,100,69,17,10.55
0,87,99,75,16,11.6
0,89,100,77,16,5.64
2.62,85,94,76,18,6.1
0,87,95,79,14,14.4
0.85,85,98,72,15,10.62
0,87,97,77,16,10.25
0,86,93,78,15,13.98
1.04,82,101,64,13,9.01
0.36,87,96,77,16,12.55
0.43,86,96,77,17,12.84
0,90,103,77,12,12.77
0.05,91,104,76,23,5.85
0.01,87,97,77,16,13.07
0.08,86,91,81,17,12.1
0,87,96,78,17,7.07
0.29,88,103,73,17,13.32
0.01,90,104,76,16,13.18
0,89,101,75,16,10.65
0,88,98,77,14,13.04
0.02,86,96,76,16,11.35
0,88,98,77,17,14.27
1.15,85,97,74,15,12.81
0,77,91,61,20,2.35
0.21,78,88,67,23,2.18
0.61,75,85,64,15,5.51
0.33,77,88,66,18,1.52
0.21,83,90,74,18,5.87
0.38,80,89,70,18,4.64
0.21,78,88,67,23,2.18
0.16,80,87,73,19,6.84
0.43,82,91,73,18,5.32
0.5,62,77,47,14,3.74
0.03,70,83,57,27,5.3
0,62,73,50,24,3.11
0.07,59,65,53,24,3.07
0,66,75,57,26,4.78
0.02,66,77,54,16,5.27
0,70,86,54,30,5.21
1.13,73,82,63,20,3.24
0.55,77,87,66,18,2.27
1.28,73,84,61,25,1.85
0.85,77,87,67,20,2.98
1.3,70,80,60,23,7.78
1.03,76,85,66,23,8.75
0.39,73,82,63,23,6.55
0.21,75,83,66,23,9.9
0,66,86,46,18,6.72
0,65,83,53,20,7.07
0,69,85,51,28,4.37
0,64,83,45,24,9.24
0.01,66,84,48,22,5.62
0.49,84,93,75,15,0.91
0.37,85,97,73,19,1.08
2.49,83,92,74,15,1.85
1.35,85,96,75,19,1.75
1.36,65,71,58,23,3.92
1.28,60,63,56,15,6.25
1.17,55,59,51,25,10.97
0.33,57,67,47,16,2.88
0.41,56,60,51,21,11.84
2.19,57,64,51,12,2.9
1.07,55,59,50,25,4.52
1.36,58,64,52,17,5.07
0.98,59,68,51,25,5.4
0,60,60,60,17,6.02
0.52,59,65,53,24,5.7
1.01,61,68,54,26,9.38
1.65,59,63,53,12,9.37
0.31,61,68,54,20,7.14
1.51,60,63,56,16,9.7
1.01,60,67,52,25,9.3
0.18,66,72,59,25,10.28
0.45,57,62,53,24,8.7
1.62,56,59,52,25,4.92
1.18,52,56,48,27,5.78
1.52,58,65,50,28,3.17
0.73,61,69,53,14,2.52
0,60,60,60,13,1.55
0,60,60,60,0,0
0,60,60,60,16,11.32
1.25,59,61,56,21,6.58
0.62,61,66,56,22,10.3
0.41,53,56,50,27,10.32
0.52,63,70,55,22,2.12
1.09,59,64,53,21,4.35
0,37,42,32,17,12.81
3.24,57,61,53,13,4.82
1.17,81,96,66,25,1.8
0,89,102,75,19,8.24
0.36,98,109,87,16,4.1
0.12,91,103,79,20,3.37
0.09,78,95,60,20,3.01
0.28,88,98,77,9,2.41
0,83,93,72,16,1.97
0.58,86,95,76,0,0
0,84,98,69,31,3.67
0,78,103,55,25,2.85
0,88,107,68,19,7.57
0,74,90,58,24,7.95
0.03,60,64,54,0,0
0,82,98,65,31,6.57
0,66,74,57,28,7.24
0,78,89,67,24,3.54
0,74,81,67,24,5.24
0,79,95,61,18,5.55
0,80,96,64,20,3.37
0,75,92,58,21,5.64
0,63,72,54,28,8.37
0,72,78,66,27,5.81
0,62,69,55,27,15.51
0,80,92,67,26,9.61
0,69,81,57,18,2.8
0,63,73,51,31,4.95
0,76,94,57,29,7.7
0.02,69,87,51,27,2.21
0.56,77,93,62,17,3.82
0.01,69,88,49,19,2.61
0.28,80,95,63,20,5.38
0.38,80,93,67,15,5.21
0.09,84,101,66,24,3.01
0.53,80,89,70,24,6.54
0.1,78,92,62,27,6.81
1.14,80,90,69,21,5.25
1.14,80,90,69,21,5.25
0.08,83,92,74,8,3.87
0.17,84,89,79,9,8.37
0.03,83,95,71,11,1.72
0,83,94,71,11,3.27
2.16,83,88,77,10,8.11
1.38,84,90,77,9,6.92
1.43,84,93,74,10,3.94
0.73,85,92,77,18,2.1
0.96,85,95,75,13,1.58
1.87,84,92,75,12,2.04
0.48,83,90,75,9,5.38
1.09,85,91,79,10,7.21
0.79,83,96,71,16,1.22
0.18,84,97,70,24,0.51
0.44,84,94,73,22,2.18
0.02,83,96,70,17,1.54
1.11,84,96,72,19,1.81
1.03,85,95,74,19,2.82
3.29,79,84,72,18,5.47
1.92,81,86,75,10,9.85
0.6,81,88,74,7,10.77
1.15,81,86,75,10,10.32
0.55,78,84,73,5,13.45
0,76,92,60,31,3.95
0.01,74,89,58,25,2.87
0,73,92,54,25,7.44
3.09,80,90,70,20,4.84
2.16,80,89,71,15,4.28
1.45,81,90,71,19,4.67
2.04,82,91,73,18,5.07
3.04,78,88,69,20,4.42
4.77,82,91,73,20,3.5
0.67,81,90,73,16,1.81
0.47,78,89,67,23,5.04
2.75,80,88,72,23,4.48
1.97,77,87,66,26,4.38
1.38,77,86,68,16,5.61
3.93,82,90,73,19,7.77
3.52,76,84,67,21,5.8
0.04,83,92,74,17,8.35
1.18,78,86,69,20,6.38
0.4,84,94,74,16,11.32
0.07,84,97,70,18,11.8
0.57,83,100,67,16,6.75
0,88,101,73,17,8.57
0,86,95,76,14,7.24
0,88,101,74,17,11.5
0.28,80,90,69,23,3.08
0.06,80,89,70,23,0.34
0,81,91,70,23,2.35
0.54,84,92,75,17,2.17
0.01,84,93,74,18,1.34
0.06,85,94,75,9,2.15
0.46,86,94,76,11,1.95
0.4,87,94,80,14,2.45
0.1,88,99,76,17,2.1
0.64,75,86,63,26,6.51
0.17,68,79,57,26,6.01
0.01,73,85,61,25,5.65
0.2,80,92,68,20,3.9
1.81,81,90,71,16,3.61
0.01,80,91,68,27,8.78
0,60,60,60,27,10.28
0.35,74,85,62,27,10.12
0.32,72,86,59,16,4.8
0.19,80,90,69,25,5.47
0.22,79,92,67,22,5.9
2.11,77,88,67,20,5.65
0.25,72,84,60,20,4.85
1.29,78,88,66,26,6.05
0.67,71,83,59,0,0
3.16,76,85,65,23,6.01
0.5,70,80,59,24,5.27
0.77,72,83,60,22,7.55
0.1,69,81,55,22,5.32
2.38,80,89,70,18,6.31
1.11,77,84,69,19,6.8
2.1,75,85,64,17,5.17
0.92,86,96,75,19,1.38
0,85,95,74,11,1.02
1.87,84,91,76,17,2.21
1.39,83,93,74,17,1.17
3.2,85,96,74,19,1.05
0.45,86,98,74,20,1.52
0.85,84,94,75,18,1.08
0.14,83,92,73,14,1.9
0.55,83,93,73,18,4.81
0,84,92,75,18,8.18
0,83,93,73,18,4.92
0,85,95,75,19,5.21
0.01,84,93,75,19,7.27
1.9,86,95,76,17,3.71
0,77,93,61,14,3.42
0,65,85,45,24,3.12
0.01,67,84,50,25,9.92
0,69,88,50,20,4.45
0.47,74,88,60,19,5.91
0.09,71,89,52,23,5.2
0.51,73,89,56,19,5.24
0.01,75,92,58,22,5.07
0.03,66,84,47,14,2.91
0.01,81,97,65,18,7.11
0,70,87,52,27,3.77
0,83,94,71,16,7.94
0,83,93,73,15,9.91
0.02,80,89,71,18,8.37
1.62,80,92,67,14,4.61
2.11,83,91,76,13,10.51
0.13,80,97,62,15,5.52
0.04,80,96,63,20,6.17
0.19,81,95,65,19,6.98
0,71,92,51,19,8.92
0,70,94,46,20,4
0,98,110,85,20,6.51
0,88,104,72,21,8.41
0,74,92,56,27,5.02
0,69,93,44,23,5
0.34,73,88,57,27,5.08
0,60,60,60,28,35.44
0.78,79,88,68,20,5.74
0.23,82,92,72,22,8.25
0.22,82,97,67,20,2.42
0.84,82,98,65,21,10.14
0,86,102,69,15,7.87
0.06,74,86,61,27,5.65
0.09,73,85,61,25,5.51
0.01,75,85,65,24,8.31
0.49,71,85,57,21,3.8
0.22,79,88,69,25,7.7
0.12,84,92,76,22,8.47
0.1,75,87,62,25,7.17
0.02,74,84,63,23,6.22
